customer_id,recommended_product_id,score
C008181,P00532,0.0496
C008182,P00451,0.1558
C008182,P00233,0.132
C008182,P00595,0.1283
C008182,P00022,0.1263
C008182,P00055,0.1253
C008183,P00148,0.1189
C008183,P00328,0.1157
C008183,P00396,0.111
C008183,P00069,0.0922
C008183,P00519,0.0918
C008184,P00515,0.1193
C008184,P00114,0.0937
C008184,P00206,0.0839
C008184,P00588,0.0829
C008184,P00078,0.0821
C008185,P00495,0.1699
C008185,P00191,0.1684
C008185,P00392,0.1283
C008185,P00384,0.1275
C008185,P00265,0.1252
C008186,P00156,0.1275
C008186,P00401,0.1242
C008186,P00543,0.121
C008186,P00337,0.1187
C008186,P00563,0.1173
C008187,P00492,0.1282
C008187,P00384,0.1275
C008187,P00205,0.1235
C008187,P00502,0.1232
C008187,P00191,0.1218
C008188,P00267,0.1542
C008188,P00190,0.1099
C008188,P00103,0.0857
C008188,P00582,0.085
C008188,P00492,0.0836
C008189,P00223,0.2156
C008189,P00508,0.162
C008189,P00436,0.1563
C008189,P00519,0.1382
C008189,P00009,0.133
C008190,P00414,0.1181
C008190,P00099,0.113
C008190,P00370,0.0889
C008190,P00400,0.0834
C008190,P00271,0.083
C008191,P00521,0.2422
C008191,P00326,0.1242
C008191,P00573,0.1183
C008191,P00206,0.1169
C008191,P00494,0.1162
C008192,P00009,0.1711
C008192,P00219,0.1628
C008192,P00308,0.1597
C008192,P00588,0.1519
C008192,P00580,0.1469
C008193,P00478,0.1125
C008193,P00079,0.0865
C008193,P00443,0.0853
C008193,P00223,0.0821
C008193,P00544,0.0805
C008194,P00155,0.0781
C008194,P00133,0.076
C008194,P00563,0.0759
C008194,P00237,0.0753
C008194,P00242,0.0534
C008195,P00463,0.0851
C008195,P00229,0.0851
C008195,P00157,0.0794
C008195,P00494,0.0787
C008195,P00116,0.0752
C008196,P00334,0.1516
C008196,P00098,0.1288
C008196,P00595,0.1248
C008196,P00438,0.119
C008196,P00520,0.1157
C008197,P00282,0.0513
C008197,P00187,0.0455
C008197,P00085,0.0454
C008197,P00563,0.0454
C008197,P00391,0.0445
C008198,P00042,0.086
C008198,P00435,0.0848
C008198,P00445,0.0831
C008198,P00161,0.0829
C008198,P00300,0.0818
C008199,P00285,0.12
C008199,P00371,0.1158
C008199,P00046,0.1137
C008199,P00239,0.088
C008199,P00213,0.0872
C008200,P00454,0.1312
C008200,P00397,0.1273
C008200,P00304,0.1215
C008200,P00547,0.1188
C008200,P00516,0.1164
C008201,P00192,0.1602
C008201,P00030,0.16
C008201,P00494,0.1525
C008201,P00251,0.1502
C008201,P00418,0.1333
C008202,P00004,0.1685
C008202,P00116,0.1684
C008202,P00098,0.1318
C008202,P00291,0.125
C008202,P00260,0.1191
C008203,P00371,0.1252
C008203,P00078,0.1242
C008203,P00114,0.0919
C008203,P00465,0.0883
C008203,P00220,0.0872
C008204,P00139,0.1979
C008204,P00049,0.1556
C008204,P00597,0.1291
C008204,P00578,0.1273
C008204,P00233,0.1256
C008205,P00309,0.1602
C008205,P00076,0.123
C008205,P00095,0.1182
C008205,P00051,0.1176
C008205,P00050,0.1159
C008206,P00454,0.0805
C008206,P00190,0.051
C008206,P00495,0.051
C008206,P00600,0.0489
C008206,P00476,0.0448
C008207,P00433,0.0831
C008207,P00056,0.0821
C008207,P00154,0.0802
C008207,P00438,0.0485
C008207,P00264,0.0471
C008208,P00260,0.0779
C008208,P00127,0.0766
C008208,P00140,0.0712
C008208,P00370,0.0687
C008208,P00426,0.0515
C008209,P00116,0.1234
C008209,P00212,0.1205
C008209,P00380,0.1136
C008209,P00254,0.089
C008209,P00210,0.0863
C008210,P00223,0.1354
C008210,P00495,0.1255
C008210,P00379,0.123
C008210,P00246,0.1221
C008210,P00187,0.12
C008211,P00296,0.146
C008211,P00204,0.0895
C008211,P00036,0.0881
C008211,P00492,0.0834
C008211,P00079,0.0832
C008212,P00485,0.1643
C008212,P00209,0.1258
C008212,P00539,0.1235
C008212,P00371,0.1233
C008212,P00494,0.1223
C008213,P00600,0.0807
C008213,P00280,0.0547
C008213,P00104,0.0477
C008213,P00100,0.0477
C008213,P00340,0.0465
C008214,P00021,0.1266
C008214,P00037,0.1198
C008214,P00043,0.0943
C008214,P00219,0.0926
C008214,P00364,0.089
C008215,P00145,0.1969
C008215,P00259,0.158
C008215,P00392,0.1306
C008215,P00198,0.1256
C008215,P00051,0.1231
C008216,P00322,0.1615
C008216,P00396,0.1583
C008216,P00511,0.1554
C008216,P00371,0.1554
C008216,P00508,0.1551
C008217,P00107,0.0453
C008217,P00294,0.0451
C008217,P00160,0.0448
C008217,P00118,0.0437
C008217,P00062,0.0413
C008218,P00386,0.2439
C008218,P00568,0.2031
C008218,P00489,0.1977
C008218,P00012,0.1951
C008218,P00089,0.1876
C008219,P00059,0.1267
C008219,P00476,0.1188
C008219,P00339,0.1177
C008219,P00294,0.0956
C008219,P00486,0.0886
C008220,P00306,0.1546
C008220,P00336,0.1304
C008220,P00097,0.1253
C008220,P00207,0.1185
C008220,P00587,0.1151
C008221,P00199,0.1607
C008221,P00160,0.0904
C008221,P00325,0.0845
C008221,P00489,0.0841
C008221,P00436,0.0834
C008222,P00135,0.0831
C008222,P00401,0.0806
C008222,P00016,0.0803
C008222,P00024,0.0792
C008222,P00063,0.0739
C008223,P00195,0.1138
C008223,P00402,0.1134
C008223,P00283,0.11
C008223,P00399,0.0843
C008223,P00135,0.0839
C008224,P00268,0.0868
C008224,P00345,0.0759
C008224,P00144,0.0545
C008224,P00137,0.0499
C008224,P00013,0.048
C008226,P00086,0.1204
C008226,P00186,0.1199
C008226,P00144,0.1187
C008226,P00465,0.1158
C008226,P00164,0.0881
C008227,P00438,0.1153
C008227,P00005,0.0839
C008227,P00595,0.083
C008227,P00589,0.0817
C008227,P00185,0.0811
C008228,P00345,0.1567
C008228,P00219,0.1356
C008228,P00371,0.1352
C008228,P00012,0.1332
C008228,P00527,0.129
C008229,P00343,0.1112
C008229,P00025,0.0824
C008229,P00451,0.0775
C008229,P00160,0.0747
C008229,P00244,0.0746
C008230,P00025,0.1689
C008230,P00208,0.1547
C008230,P00298,0.1193
C008230,P00586,0.1174
C008230,P00068,0.0967
C008231,P00541,0.1565
C008231,P00600,0.1554
C008231,P00264,0.1356
C008231,P00139,0.1244
C008231,P00043,0.1234
C008232,P00332,0.1556
C008232,P00447,0.1269
C008232,P00080,0.1211
C008232,P00536,0.0903
C008232,P00458,0.0852
C008233,P00209,0.1236
C008233,P00224,0.1193
C008233,P00315,0.1175
C008233,P00548,0.1077
C008233,P00322,0.0927
C008234,P00116,0.0861
C008234,P00461,0.0845
C008234,P00496,0.0828
C008234,P00413,0.0774
C008234,P00056,0.0755
C008235,P00102,0.0854
C008235,P00095,0.0804
C008235,P00519,0.0456
C008235,P00573,0.0443
C008235,P00122,0.0441
C008236,P00589,0.1314
C008236,P00264,0.1305
C008236,P00491,0.1265
C008236,P00078,0.1251
C008236,P00541,0.1245
C008237,P00192,0.1227
C008237,P00595,0.1176
C008237,P00548,0.1116
C008237,P00478,0.0921
C008237,P00395,0.0886
C008238,P00331,0.1673
C008238,P00205,0.1346
C008238,P00156,0.133
C008238,P00385,0.1301
C008238,P00468,0.1205
C008239,P00511,0.1152
C008239,P00343,0.1146
C008239,P00126,0.0907
C008239,P00081,0.0881
C008239,P00184,0.0861
C008240,P00354,0.0789
C008240,P00105,0.0787
C008240,P00132,0.0777
C008240,P00145,0.0776
C008240,P00387,0.0768
C008241,P00569,0.1208
C008241,P00529,0.1127
C008241,P00430,0.1103
C008241,P00156,0.1066
C008241,P00204,0.0901
C008242,P00127,0.1697
C008242,P00025,0.1695
C008242,P00249,0.165
C008242,P00239,0.1551
C008242,P00312,0.1541
C008243,P00139,0.097
C008243,P00236,0.0905
C008243,P00005,0.0865
C008243,P00399,0.0864
C008243,P00011,0.0819
C008244,P00442,0.0859
C008244,P00084,0.0796
C008244,P00078,0.0771
C008244,P00371,0.077
C008244,P00054,0.076
C008245,P00113,0.1243
C008245,P00266,0.1234
C008245,P00273,0.1209
C008245,P00015,0.1195
C008245,P00184,0.1171
C008246,P00269,0.1619
C008246,P00186,0.1215
C008246,P00600,0.1214
C008246,P00441,0.1212
C008246,P00291,0.1197
C008247,P00334,0.1538
C008247,P00570,0.1516
C008247,P00526,0.126
C008247,P00544,0.1255
C008247,P00589,0.1242
C008248,P00566,0.1155
C008248,P00527,0.0886
C008248,P00457,0.0849
C008248,P00317,0.0845
C008248,P00116,0.0839
C008249,P00334,0.156
C008249,P00463,0.1224
C008249,P00037,0.1155
C008249,P00018,0.1132
C008249,P00494,0.1127
C008250,P00381,0.1168
C008250,P00578,0.0902
C008250,P00579,0.0862
C008250,P00194,0.0858
C008250,P00220,0.0831
C008251,P00192,0.0808
C008251,P00537,0.0806
C008251,P00388,0.08
C008251,P00307,0.0777
C008251,P00030,0.0749
C008252,P00118,0.1137
C008252,P00548,0.0966
C008252,P00314,0.0946
C008252,P00407,0.0901
C008252,P00502,0.0898
C008253,P00370,0.1683
C008253,P00124,0.1188
C008253,P00175,0.095
C008253,P00210,0.0898
C008253,P00367,0.0896
C008254,P00090,0.1295
C008254,P00457,0.124
C008254,P00240,0.1236
C008254,P00035,0.121
C008254,P00005,0.1206
C008255,P00055,0.0857
C008255,P00107,0.0832
C008255,P00121,0.0817
C008255,P00021,0.0804
C008255,P00262,0.0803
C008256,P00006,0.1326
C008256,P00198,0.1266
C008256,P00566,0.1261
C008256,P00600,0.1251
C008256,P00316,0.1191
C008257,P00058,0.1637
C008257,P00121,0.1575
C008257,P00301,0.1338
C008257,P00306,0.1264
C008257,P00434,0.1247
C008258,P00100,0.1566
C008258,P00098,0.142
C008258,P00451,0.1239
C008258,P00097,0.1119
C008258,P00597,0.0912
C008259,P00454,0.0887
C008259,P00415,0.0883
C008259,P00144,0.0875
C008259,P00505,0.0874
C008259,P00116,0.085
C008260,P00179,0.1226
C008260,P00429,0.1132
C008260,P00404,0.0992
C008260,P00138,0.096
C008260,P00054,0.0916
C008261,P00250,0.1289
C008261,P00544,0.1238
C008261,P00458,0.1159
C008261,P00540,0.1142
C008261,P00090,0.1098
C008262,P00494,0.1893
C008262,P00097,0.1334
C008262,P00397,0.1257
C008262,P00232,0.1256
C008262,P00290,0.1215
C008263,P00118,0.0945
C008263,P00025,0.0844
C008263,P00171,0.0842
C008263,P00456,0.083
C008263,P00232,0.0819
C008264,P00438,0.1596
C008264,P00260,0.156
C008264,P00250,0.1304
C008264,P00407,0.1286
C008264,P00309,0.1268
C008265,P00053,0.1709
C008265,P00007,0.1562
C008265,P00278,0.1297
C008265,P00186,0.1264
C008265,P00046,0.1262
C008266,P00097,0.0832
C008266,P00538,0.0823
C008266,P00437,0.079
C008266,P00448,0.0779
C008266,P00341,0.0756
C008267,P00187,0.1323
C008267,P00121,0.1283
C008267,P00324,0.1254
C008267,P00016,0.1215
C008267,P00473,0.1206
C008268,P00139,0.0569
C008268,P00544,0.0462
C008268,P00284,0.046
C008268,P00174,0.0455
C008268,P00252,0.0454
C008269,P00260,0.1513
C008269,P00223,0.1267
C008269,P00121,0.1224
C008269,P00489,0.1219
C008269,P00450,0.1189
C008270,P00249,0.0883
C008270,P00161,0.082
C008270,P00273,0.0817
C008270,P00178,0.0792
C008270,P00138,0.079
C008271,P00059,0.1253
C008271,P00054,0.1234
C008271,P00078,0.1233
C008271,P00521,0.1191
C008271,P00579,0.1184
C008272,P00309,0.2389
C008272,P00252,0.2068
C008272,P00547,0.1944
C008272,P00022,0.1663
C008272,P00496,0.1586
C008273,P00588,0.1269
C008273,P00566,0.1257
C008273,P00157,0.1066
C008273,P00594,0.0901
C008273,P00561,0.0866
C008274,P00099,0.0837
C008274,P00349,0.0816
C008274,P00157,0.0807
C008274,P00161,0.0804
C008274,P00060,0.0797
C008275,P00129,0.0872
C008275,P00051,0.0859
C008275,P00088,0.0854
C008275,P00291,0.0831
C008275,P00434,0.08
C008276,P00473,0.1655
C008276,P00528,0.1496
C008276,P00371,0.13
C008276,P00264,0.1183
C008276,P00066,0.0882
C008277,P00329,0.1997
C008277,P00240,0.1716
C008277,P00252,0.1616
C008277,P00592,0.1541
C008277,P00331,0.1328
C008278,P00233,0.131
C008278,P00126,0.1271
C008278,P00415,0.121
C008278,P00291,0.087
C008278,P00110,0.0868
C008279,P00580,0.1144
C008279,P00219,0.0908
C008279,P00012,0.0905
C008279,P00264,0.0873
C008279,P00476,0.086
C008280,P00267,0.1265
C008280,P00573,0.0893
C008280,P00156,0.0825
C008280,P00062,0.0817
C008280,P00595,0.0809
C008281,P00595,0.0907
C008281,P00528,0.087
C008281,P00175,0.084
C008281,P00360,0.0832
C008281,P00104,0.0828
C008282,P00494,0.1208
C008282,P00068,0.0516
C008282,P00385,0.0477
C008282,P00303,0.0475
C008282,P00463,0.0466
C008283,P00335,0.0923
C008283,P00445,0.0903
C008283,P00240,0.0873
C008283,P00025,0.0852
C008283,P00469,0.083
C008284,P00501,0.1337
C008284,P00540,0.1199
C008284,P00276,0.116
C008284,P00465,0.1145
C008284,P00304,0.1131
C008285,P00264,0.1631
C008285,P00589,0.1333
C008285,P00254,0.1292
C008285,P00104,0.1285
C008285,P00575,0.1282
C008286,P00395,0.0829
C008286,P00415,0.0826
C008286,P00381,0.081
C008286,P00448,0.078
C008286,P00565,0.0766
C008287,P00156,0.1551
C008287,P00382,0.1252
C008287,P00175,0.1218
C008287,P00568,0.1209
C008287,P00312,0.1201
C008288,P00066,0.172
C008288,P00098,0.1609
C008288,P00160,0.1554
C008288,P00080,0.1551
C008288,P00376,0.1546
C008289,P00122,0.128
C008289,P00429,0.1271
C008289,P00349,0.1172
C008289,P00556,0.1144
C008289,P00361,0.0843
C008290,P00377,0.1611
C008290,P00216,0.1281
C008290,P00212,0.1277
C008290,P00185,0.1253
C008290,P00056,0.1188
C008291,P00379,0.1585
C008291,P00016,0.1183
C008291,P00382,0.1162
C008291,P00572,0.0864
C008291,P00259,0.0838
C008292,P00281,0.1144
C008292,P00331,0.1139
C008292,P00170,0.0933
C008292,P00578,0.0882
C008292,P00156,0.088
C008293,P00555,0.1326
C008293,P00490,0.1303
C008293,P00332,0.1203
C008293,P00559,0.1175
C008293,P00384,0.1141
C008294,P00483,0.1429
C008294,P00386,0.1414
C008294,P00249,0.1404
C008294,P00138,0.1307
C008294,P00298,0.1239
C008295,P00496,0.1227
C008295,P00312,0.1135
C008295,P00476,0.0997
C008295,P00075,0.0951
C008295,P00455,0.0935
C008296,P00312,0.1601
C008296,P00345,0.1587
C008296,P00049,0.1303
C008296,P00381,0.1259
C008296,P00400,0.1233
C008297,P00559,0.1171
C008297,P00508,0.1148
C008297,P00151,0.1125
C008297,P00269,0.0933
C008297,P00161,0.0871
C008298,P00116,0.1564
C008298,P00367,0.1273
C008298,P00296,0.1216
C008298,P00016,0.121
C008298,P00242,0.1197
C008299,P00153,0.1567
C008299,P00217,0.148
C008299,P00491,0.1355
C008299,P00118,0.1327
C008299,P00233,0.1303
C008300,P00209,0.1575
C008300,P00519,0.1305
C008300,P00184,0.1287
C008300,P00256,0.1252
C008300,P00138,0.1242
C008302,P00051,0.1551
C008302,P00476,0.1233
C008302,P00087,0.1173
C008302,P00139,0.0974
C008302,P00505,0.0873
C008303,P00377,0.1709
C008303,P00256,0.1283
C008303,P00045,0.1278
C008303,P00543,0.1205
C008303,P00397,0.1202
C008304,P00175,0.139
C008304,P00190,0.1248
C008304,P00491,0.1234
C008304,P00392,0.1196
C008304,P00386,0.1188
C008305,P00121,0.126
C008305,P00325,0.1173
C008305,P00190,0.1131
C008305,P00465,0.1121
C008305,P00118,0.1111
C008306,P00047,0.0453
C008306,P00460,0.0452
C008306,P00351,0.0432
C008306,P00236,0.0425
C008306,P00051,0.0416
C008307,P00175,0.127
C008307,P00508,0.117
C008307,P00519,0.1163
C008307,P00153,0.0854
C008307,P00371,0.0842
C008308,P00420,0.1688
C008308,P00443,0.1623
C008308,P00152,0.1596
C008308,P00242,0.1473
C008308,P00090,0.1405
C008309,P00267,0.2006
C008309,P00559,0.1516
C008309,P00433,0.1314
C008309,P00371,0.1289
C008309,P00258,0.1198
C008310,P00548,0.1513
C008310,P00478,0.1339
C008310,P00376,0.1169
C008310,P00098,0.1135
C008310,P00150,0.1062
C008311,P00038,0.2298
C008311,P00105,0.1679
C008311,P00476,0.1389
C008311,P00486,0.1366
C008311,P00172,0.1313
C008312,P00077,0.1205
C008312,P00333,0.1082
C008312,P00152,0.0889
C008312,P00575,0.0886
C008312,P00296,0.088
C008313,P00412,0.126
C008313,P00158,0.115
C008313,P00589,0.1139
C008313,P00219,0.1115
C008313,P00322,0.0927
C008314,P00409,0.1217
C008314,P00489,0.1173
C008314,P00371,0.1168
C008314,P00323,0.0886
C008314,P00201,0.0875
C008315,P00526,0.1361
C008315,P00548,0.1356
C008315,P00128,0.1316
C008315,P00036,0.1235
C008315,P00446,0.116
C008316,P00129,0.1171
C008316,P00046,0.1169
C008316,P00113,0.1137
C008316,P00358,0.1085
C008316,P00321,0.0824
C008317,P00077,0.1123
C008317,P00098,0.0845
C008317,P00438,0.0826
C008317,P00389,0.0813
C008317,P00049,0.0783
C008318,P00219,0.1598
C008318,P00515,0.1297
C008318,P00042,0.1241
C008318,P00307,0.1216
C008318,P00016,0.1131
C008319,P00525,0.1233
C008319,P00588,0.1213
C008319,P00302,0.1192
C008319,P00449,0.1142
C008319,P00496,0.1138
C008320,P00249,0.1699
C008320,P00066,0.0888
C008320,P00552,0.088
C008320,P00588,0.0856
C008320,P00445,0.0834
C008321,P00143,0.1414
C008321,P00012,0.1208
C008321,P00199,0.118
C008321,P00215,0.1164
C008321,P00046,0.0851
C008322,P00476,0.1654
C008322,P00088,0.1119
C008322,P00186,0.0941
C008322,P00280,0.0875
C008322,P00491,0.0867
C008323,P00290,0.1216
C008323,P00340,0.1208
C008323,P00556,0.0882
C008323,P00113,0.0821
C008323,P00476,0.0812
C008324,P00037,0.1709
C008324,P00363,0.1641
C008324,P00080,0.1223
C008324,P00397,0.1199
C008324,P00403,0.1155
C008325,P00130,0.1501
C008325,P00560,0.1267
C008325,P00494,0.12
C008325,P00331,0.1188
C008325,P00051,0.116
C008326,P00373,0.1701
C008326,P00321,0.1476
C008326,P00025,0.1327
C008326,P00298,0.13
C008326,P00268,0.1239
C008327,P00228,0.1287
C008327,P00066,0.0881
C008327,P00424,0.0878
C008327,P00269,0.0865
C008327,P00224,0.0854
C008328,P00264,0.0767
C008328,P00600,0.0484
C008328,P00412,0.0483
C008328,P00089,0.0465
C008328,P00250,0.0454
C008329,P00039,0.0887
C008329,P00118,0.0884
C008329,P00221,0.0869
C008329,P00019,0.0862
C008329,P00294,0.0853
C008330,P00182,0.1526
C008330,P00011,0.1193
C008330,P00008,0.117
C008330,P00186,0.1159
C008330,P00560,0.1154
C008331,P00109,0.0903
C008331,P00063,0.0874
C008331,P00006,0.08
C008331,P00183,0.0795
C008331,P00110,0.0786
C008332,P00302,0.2078
C008332,P00242,0.1977
C008332,P00448,0.1706
C008332,P00404,0.1502
C008332,P00117,0.1346
C008333,P00316,0.0843
C008333,P00185,0.0842
C008333,P00116,0.0829
C008333,P00574,0.0827
C008333,P00190,0.0825
C008334,P00068,0.0966
C008334,P00380,0.0808
C008334,P00385,0.0477
C008334,P00463,0.0466
C008334,P00525,0.0445
C008335,P00559,0.1274
C008335,P00106,0.1263
C008335,P00098,0.1243
C008335,P00524,0.116
C008335,P00244,0.0938
C008336,P00471,0.1178
C008336,P00348,0.0893
C008336,P00491,0.0892
C008336,P00030,0.0877
C008336,P00341,0.0866
C008337,P00534,0.2205
C008337,P00252,0.1963
C008337,P00274,0.1901
C008337,P00418,0.178
C008337,P00454,0.1678
C008338,P00519,0.1292
C008338,P00256,0.1276
C008338,P00052,0.1204
C008338,P00013,0.1193
C008338,P00068,0.1146
C008339,P00421,0.1665
C008339,P00500,0.1385
C008339,P00021,0.1286
C008339,P00274,0.1197
C008339,P00068,0.1184
C008340,P00294,0.1499
C008340,P00399,0.1287
C008340,P00086,0.1226
C008340,P00412,0.1219
C008340,P00441,0.1197
C008341,P00260,0.1148
C008341,P00521,0.0915
C008341,P00407,0.0879
C008341,P00228,0.0837
C008341,P00532,0.0817
C008342,P00074,0.1648
C008342,P00489,0.1538
C008342,P00094,0.1273
C008342,P00156,0.1191
C008342,P00129,0.1128
C008343,P00580,0.0888
C008343,P00212,0.0875
C008343,P00270,0.0875
C008343,P00454,0.083
C008343,P00007,0.0822
C008344,P00455,0.0877
C008344,P00078,0.0857
C008344,P00421,0.0796
C008344,P00305,0.0792
C008344,P00094,0.0783
C008345,P00404,0.1576
C008345,P00239,0.1352
C008345,P00290,0.1235
C008345,P00116,0.1228
C008345,P00455,0.1203
C008346,P00186,0.123
C008346,P00400,0.1211
C008346,P00236,0.1177
C008346,P00563,0.1129
C008346,P00178,0.0929
C008347,P00050,0.165
C008347,P00153,0.1287
C008347,P00397,0.1281
C008347,P00376,0.1264
C008347,P00267,0.1248
C008348,P00415,0.1587
C008348,P00036,0.1313
C008348,P00453,0.1303
C008348,P00492,0.1286
C008348,P00062,0.1261
C008349,P00223,0.2007
C008349,P00388,0.1636
C008349,P00231,0.1619
C008349,P00244,0.1609
C008349,P00329,0.1519
C008350,P00309,0.1252
C008350,P00043,0.1199
C008350,P00010,0.0987
C008350,P00184,0.096
C008350,P00250,0.0909
C008351,P00455,0.135
C008351,P00100,0.1285
C008351,P00429,0.1246
C008351,P00142,0.1213
C008351,P00597,0.1209
C008352,P00516,0.2053
C008352,P00336,0.1732
C008352,P00491,0.1413
C008352,P00264,0.1272
C008352,P00174,0.1242
C008353,P00118,0.1571
C008353,P00116,0.1319
C008353,P00307,0.1161
C008353,P00463,0.116
C008353,P00312,0.1122
C008354,P00448,0.161
C008354,P00440,0.1495
C008354,P00107,0.1224
C008354,P00148,0.116
C008354,P00153,0.1133
C008355,P00185,0.1286
C008355,P00594,0.1286
C008355,P00436,0.1219
C008355,P00056,0.12
C008355,P00415,0.1192
C008356,P00409,0.1497
C008356,P00189,0.124
C008356,P00215,0.1219
C008356,P00559,0.1173
C008356,P00145,0.1167
C008357,P00592,0.1506
C008357,P00013,0.1173
C008357,P00110,0.1152
C008357,P00184,0.1135
C008357,P00252,0.1097
C008358,P00009,0.0934
C008358,P00296,0.0916
C008358,P00019,0.0906
C008358,P00541,0.0892
C008358,P00455,0.0886
C008359,P00223,0.1762
C008359,P00217,0.171
C008359,P00211,0.1687
C008359,P00357,0.1319
C008359,P00477,0.1303
C008360,P00144,0.1605
C008360,P00158,0.1604
C008360,P00291,0.1277
C008360,P00541,0.1269
C008360,P00063,0.124
C008361,P00447,0.0926
C008361,P00055,0.0818
C008361,P00058,0.0786
C008361,P00352,0.0784
C008361,P00543,0.0783
C008362,P00599,0.1382
C008362,P00309,0.1291
C008362,P00291,0.124
C008362,P00307,0.1169
C008362,P00553,0.115
C008363,P00570,0.1115
C008363,P00176,0.111
C008363,P00280,0.0936
C008363,P00445,0.0924
C008363,P00098,0.0907
C008365,P00273,0.1221
C008365,P00384,0.1151
C008365,P00244,0.0915
C008365,P00580,0.0907
C008365,P00118,0.0872
C008366,P00580,0.1322
C008366,P00078,0.1246
C008366,P00206,0.1212
C008366,P00161,0.1178
C008366,P00570,0.1163
C008367,P00575,0.1273
C008367,P00139,0.1193
C008367,P00120,0.0936
C008367,P00512,0.0811
C008367,P00565,0.0787
C008368,P00199,0.1482
C008368,P00135,0.1224
C008368,P00052,0.1192
C008368,P00210,0.1161
C008368,P00493,0.0932
C008369,P00269,0.134
C008369,P00296,0.1241
C008369,P00173,0.121
C008369,P00395,0.1187
C008369,P00146,0.1144
C008370,P00260,0.1513
C008370,P00022,0.1222
C008370,P00364,0.1221
C008370,P00124,0.1146
C008370,P00215,0.113
C008371,P00414,0.1227
C008371,P00099,0.1227
C008371,P00291,0.1209
C008371,P00073,0.1189
C008371,P00540,0.1171
C008372,P00059,0.0879
C008372,P00294,0.0825
C008372,P00397,0.0812
C008372,P00097,0.0798
C008372,P00326,0.077
C008373,P00462,0.0912
C008373,P00539,0.0862
C008373,P00153,0.0806
C008373,P00116,0.0762
C008373,P00134,0.0756
C008374,P00037,0.0918
C008374,P00457,0.0889
C008374,P00600,0.085
C008374,P00550,0.0794
C008374,P00191,0.0794
C008375,P00009,0.1253
C008375,P00110,0.1231
C008375,P00121,0.1155
C008375,P00392,0.0918
C008375,P00075,0.0897
C008376,P00385,0.157
C008376,P00595,0.1512
C008376,P00476,0.128
C008376,P00277,0.1244
C008376,P00152,0.1239
C008377,P00039,0.0889
C008377,P00434,0.0853
C008377,P00127,0.0847
C008377,P00223,0.0779
C008377,P00070,0.0752
C008378,P00106,0.0808
C008378,P00374,0.0799
C008378,P00419,0.0797
C008378,P00339,0.0757
C008378,P00146,0.0746
C008379,P00556,0.1379
C008379,P00578,0.126
C008379,P00134,0.1258
C008379,P00196,0.1236
C008379,P00175,0.1225
C008380,P00338,0.1305
C008380,P00164,0.1272
C008380,P00264,0.1268
C008380,P00186,0.1251
C008380,P00473,0.1188
C008381,P00595,0.1173
C008381,P00059,0.0903
C008381,P00544,0.0903
C008381,P00575,0.0862
C008381,P00284,0.0857
C008382,P00079,0.0905
C008382,P00003,0.0884
C008382,P00285,0.0729
C008382,P00130,0.0511
C008382,P00527,0.0505
C008383,P00455,0.0907
C008383,P00216,0.0887
C008383,P00236,0.0863
C008383,P00594,0.0858
C008383,P00128,0.084
C008384,P00464,0.0542
C008384,P00186,0.0475
C008384,P00384,0.0459
C008384,P00457,0.0451
C008384,P00254,0.045
C008385,P00411,0.1544
C008385,P00371,0.1542
C008385,P00341,0.153
C008385,P00513,0.1521
C008385,P00105,0.1369
C008386,P00223,0.1816
C008386,P00314,0.1663
C008386,P00042,0.1218
C008386,P00397,0.1159
C008386,P00363,0.0912
C008387,P00178,0.124
C008387,P00160,0.1186
C008387,P00108,0.1139
C008387,P00186,0.0848
C008387,P00458,0.0841
C008388,P00024,0.1632
C008388,P00520,0.1184
C008388,P00058,0.0938
C008388,P00021,0.0911
C008388,P00600,0.0891
C008389,P00290,0.1638
C008389,P00448,0.1569
C008389,P00080,0.1557
C008389,P00058,0.1528
C008389,P00366,0.1269
C008390,P00210,0.1286
C008390,P00025,0.1266
C008390,P00043,0.0819
C008390,P00540,0.0803
C008390,P00156,0.0797
C008391,P00140,0.1263
C008391,P00298,0.1114
C008391,P00425,0.0796
C008391,P00182,0.0778
C008391,P00236,0.0773
C008392,P00260,0.1609
C008392,P00307,0.1274
C008392,P00302,0.1221
C008392,P00337,0.1202
C008392,P00520,0.1197
C008393,P00392,0.1669
C008393,P00397,0.1543
C008393,P00180,0.1527
C008393,P00020,0.1509
C008393,P00259,0.1234
C008394,P00242,0.0907
C008394,P00431,0.0844
C008394,P00547,0.0802
C008394,P00063,0.0762
C008394,P00118,0.0756
C008395,P00439,0.1627
C008395,P00140,0.1289
C008395,P00157,0.128
C008395,P00264,0.122
C008395,P00497,0.1207
C008396,P00118,0.1626
C008396,P00263,0.137
C008396,P00404,0.1204
C008396,P00188,0.1204
C008396,P00363,0.1187
C008397,P00180,0.1283
C008397,P00100,0.1236
C008397,P00435,0.1197
C008397,P00538,0.119
C008397,P00285,0.1177
C008398,P00045,0.1299
C008398,P00006,0.0944
C008398,P00114,0.0893
C008398,P00010,0.0893
C008398,P00265,0.0886
C008399,P00266,0.1278
C008399,P00138,0.0996
C008399,P00298,0.0843
C008399,P00330,0.0815
C008399,P00173,0.0809
C008400,P00185,0.1222
C008400,P00080,0.1172
C008400,P00117,0.1159
C008400,P00098,0.0894
C008400,P00339,0.0892
C008401,P00283,0.1626
C008401,P00104,0.1584
C008401,P00363,0.1268
